ano,sequencial_candidato,nome,uf,partido,quantidade_doacoes,quantidade_doadores,total_receita,media_receita,recursos_de_outros_candidatos.comites,recursos_de_pessoas_fisicas,recursos_de_pessoas_juridicas,recursos_proprios,recursos_de_partido_politico,quantidade_despesas,quantidade_fornecedores,total_despesa,media_despesa,cargo,sexo,grau,estado_civil,ocupacao,votos,total
2010,30000000228,LUZIA BRITO GRUNHO,AP,PDT,13,11,55315,4255,0,7600,9e3,38715,0,21,19,51310.6,2443.36,DEPUTADO FEDERAL,FEMININO,SUPERIOR INCOMPLETO,CASADO(A),GUIA DE TURISMO,9184,168702.96
2010,30000000229,MANOEL CARVALHO,AP,DEM,4,4,7100,1775,0,7100,0,0,0,4,4,7100,1775,DEPUTADO FEDERAL,MASCULINO,ENSINO M<c3><89>DIO COMPLETO,CASADO(A),OUTROS,998,24866
2010,30000000230,MARIA LUCENIRA FERREIRA OLIVEIRA PIMENTEL,AP,PR,8,8,374540,46817.5,1740,2800,0,0,37e4,72,56,336355,4671.6,DEPUTADO FEDERAL,FEMININO,ENSINO M<c3><89>DIO COMPLETO,CASADO(A),OUTROS,6316,1137068.1
2010,30000000231,MARIA SOCORRO DA COSTA CONCEI<c3><87><c3><83>O,AP,PR,7,7,172942,24706,2942,0,15e4,0,2e4,56,56,172890,3087.32,DEPUTADO FEDERAL,FEMININO,SUPERIOR INCOMPLETO,SOLTEIRO(A),OUTROS,3121,546693.3200000001
2010,30000000232,SEBASTIAO FERREIRA DA ROCHA,AP,PDT,57,54,226690,3977.02,2090,33500,21100,2e4,15e4,113,108,214741.35,1900.37,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),M<c3><89>DICO,12739,674330.74
2010,30000000233,WALCYR ALBERTO COSTA SANTOS,AP,PDT,14,14,41992,2999.43,4292,18900,0,18800,0,21,21,41984,1999.24,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),POLICIAL MILITAR,1132,131036.66999999998
2010,30000000302,ALLAN ROSAS SALES,AP,PPS,10,10,55016.66,5501.67,1680.16,0,53336.5,0,0,41,36,52946.7,1291.38,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),EMPRES<c3><81>RIO,5158,169870.07
2010,30000000303,AMADEU FERREIRA DOS SANTOS,AP,PSC,7,6,71200,10171.43,5e3,12e3,0,4200,5e4,9,8,65200,7244.44,DEPUTADO FEDERAL,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),SERVIDOR P<c3><9a>BLICO ESTADUAL,1727,225045.87
2010,30000000304,ANTONIO DE DEUS NUNES DOS SANTOS,AP,PV,33,33,53300.8,1615.18,1940.8,33860,0,17500,0,39,39,53300.8,1366.69,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),VEREADOR,7653,163028.27000000002
2010,30000000305,CAMILO OLIVEIRA DE SOUZA,AP,PSC,8,8,11534.36,1441.8,7284.36,0,0,4250,0,8,8,11534.36,1441.8,DEPUTADO FEDERAL,MASCULINO,ENSINO M<c3><89>DIO COMPLETO,CASADO(A),SERVIDOR P<c3><9a>BLICO FEDERAL,595,37518.68
2010,30000000306,DANIEL DOMINGOS DOS SANTOS,AP,PTN,4,4,2551.34,637.84,2551.34,0,0,0,0,4,4,2551.34,637.84,DEPUTADO FEDERAL,MASCULINO,SUPERIOR INCOMPLETO,SOLTEIRO(A),REPRESENTANTE COMERCIAL,309,8945.7
2010,30000000307,FATIMA LUCIA PELAES,AP,PMDB,36,31,386568.17,10738,82540.8,9557,5575.41,88894.96,2e5,131,118,351733.05,2684.99,DEPUTADO FEDERAL,FEMININO,SUPERIOR COMPLETO,CASADO(A),DEPUTADO,14193,1138608.3800000001
2010,30000000308,JURANDIL DOS SANTOS JUAREZ,AP,PMDB,48,45,233399.34,4862.49,2199.34,62450,108750,6e4,0,64,62,231594.34,3618.66,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),DEPUTADO,10506,707093.17
2010,30000000309,LUIZ CARLOS GOMES DOS SANTOS JUNIOR,AP,PSDB,19,18,126908.89,6679.42,52184.64,72524.25,2200,0,0,41,38,126860.89,3094.17,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),ADVOGADO,10945,390568.26
2010,30000000310,MARIA CASSILDA BARRETO DE SOUZA,AP,PV,2,2,1200,600,0,1200,0,0,0,5,5,1200,240,DEPUTADO FEDERAL,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PROFESSOR DE ENSINO FUNDAMENTAL,133,4454
2010,30000000311,MIRAELSON COUTINHO TEIXEIRA ALVES,AP,PSDB,25,25,21372.96,854.92,570,16802.96,0,4e3,0,29,28,21337.01,735.76,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),AGENTE ADMINISTRATIVO,2200,65780.60999999999
2010,30000000312,NILTON LUIZ CABRAL TORK,AP,PMDB,8,6,27320,3415,16320,2e3,6e3,3e3,0,7,7,27320,3902.86,DEPUTADO FEDERAL,MASCULINO,ENSINO M<c3><89>DIO COMPLETO,CASADO(A),OUTROS,5178,89305.86
2010,30000000313,SILVINO ABRANTES ALMEIDA,AP,PSDB,4,4,4007.62,1001.9,1207.62,0,0,2800,0,9,8,4007.27,445.25,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),ARQUITETO,443,13494.66
2010,30000000314,VALCINETE FARIAS SANTANA,AP,PSDB,5,5,4198,839.6,1698,1500,0,1e3,0,8,8,4198,524.75,DEPUTADO FEDERAL,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),POLICIAL CIVIL,5997,13984.35
2010,30000000316,XAVIER LEAL SIQUEIRA,AP,PSC,7,6,6104.36,872.05,6104.36,0,0,0,0,7,6,5726.36,818.05,DEPUTADO FEDERAL,MASCULINO,ENSINO M<c3><89>DIO COMPLETO,CASADO(A),POLICIAL MILITAR,1809,19651.18
2010,30000000352,CARLOS ANTONIO OLIVEIRA SANTOS,AP,PRB,14,13,33902,2421.57,3992,0,2500,12910,14500,17,17,33902,1994.24,DEPUTADO FEDERAL,MASCULINO,ENSINO M<c3><89>DIO COMPLETO,CASADO(A),VEREADOR,6041,106182.81
2010,30000000411,JORGE FURTADO CORREA,AP,PSB,19,18,14175,746.05,0,5090,75,9010,0,27,22,12060.35,446.68,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),POLICIAL MILITAR,1782,41689.08
2010,30000000420,CLEYDSON SOUSA DO NASCIMENTO,AP,PHS,4,4,4740,1185,1740,3e3,0,0,0,4,4,4740,1185,DEPUTADO FEDERAL,MASCULINO,ENSINO M<c3><89>DIO COMPLETO,SOLTEIRO(A),T<c3><89>CNICO DE ENFERMAGEM E ASSEMELHADOS (EXCETO ENFERMEIRO),506,16606
2010,30000000428,JACKSON CARDOSO AMARAL,AP,PSDB,4,4,7604.36,1901.09,1104.36,1500,0,5e3,0,4,4,7604.36,1901.09,DEPUTADO FEDERAL,MASCULINO,ENSINO M<c3><89>DIO COMPLETO,SOLTEIRO(A),PROFESSOR DE ENSINO M<c3><89>DIO,1855,26631.26
2010,30000000587,ANDR<c3><89> DOS SANTOS ABDON,AP,PTB,5,5,6e3,1200,0,4e3,1e3,1e3,0,6,6,6e3,1e3,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),ENGENHEIRO,4304,20222
2010,30000000588,ANTONIO CIRILO FERNANDES BORGES,AP,PTB,2,2,1500,750,0,0,300,0,1200,2,2,1500,750,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),SERVIDOR P<c3><9a>BLICO FEDERAL,1014,6008
2010,30000000589,ANTONIO DA JUSTA FEIJ<c3><83>O,AP,PTC,5,5,38837,7767.4,0,1025,1500,16312,2e4,5,5,38837,7767.4,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),GE<c3><93>LOGO,5132,132065.8
2010,30000000590,BIRANILSON DOS SANTOS PALMEIRA,AP,PTB,1,1,1100,1100,0,0,0,1100,0,3,3,1100,366.67,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PROFESSOR DE ENSINO M<c3><89>DIO,223,4774.67
2010,30000000591,DARLEY DOS SANTOS TEIXEIRA FURTADO,AP,PTC,3,3,6500,2166.67,0,1500,0,5e3,0,3,3,6500,2166.67,DEPUTADO FEDERAL,FEMININO,ENSINO M<c3><89>DIO COMPLETO,CASADO(A),POLICIAL CIVIL,1250,23845.34
2010,30000000592,DOMINGOS S<c3><81>VIO DE SOUZA GUERREIRO,AP,PTB,11,11,8660.36,787.31,0,2298.36,1550,3612,1200,10,10,8660.36,866.04,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),M<c3><89>DICO,2352,27676.430000000004
2010,30000000593,EDUARDO SEABRA DA COSTA,AP,PTB,9,8,39150,4350,0,24800,0,10400,3950,15,14,38150,2543.33,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PROFESSOR DE ENSINO M<c3><89>DIO,3854,123389.33
2010,30000000594,GERSON RANGEL DOS PASSOS,AP,PTB,1,1,165,165,0,165,0,0,0,1,1,165,165,DEPUTADO FEDERAL,MASCULINO,ENSINO M<c3><89>DIO COMPLETO,CASADO(A),OUTROS,275,829
2010,30000000598,JOSU<c3><89> BATISTA DA COSTA,AP,PMN,1,1,375,375,0,0,0,0,375,1,1,375,375,DEPUTADO FEDERAL,MASCULINO,L<c3><8a> E ESCREVE,SOLTEIRO(A),OUTROS,362,1879
2010,30000000603,NELIO PEREIRA MARINHO,AP,PTB,5,5,1840,368,0,0,0,640,1200,5,5,1840,368,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),OUTROS,39,6276
2010,30000000605,RICARDO SOUZA OLIVEIRA,AP,PMN,14,12,26335,1881.07,0,10060,12150,3500,625,16,12,24623.13,1538.95,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),ADVOGADO,3806,80767.15
2010,30000000607,SEBASTI<c3><83>O NELSON SILVA DE SOUZA,AP,PCB,14,12,46300,3307.14,0,33300,0,13e3,0,37,34,41205,1113.65,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),VEREADOR,7377,138322.78999999998
2010,30000000608,VINICIUS DE AZEVEDO GURGEL,AP,PRTB,6,6,108450,18075,0,4500,88e3,15950,0,19,17,104449.65,5497.35,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),EMPRES<c3><81>RIO,21479,344970
2010,30000000663,RUSSYERIANE SILVA DE LIMA,AP,PP,6,5,3182,530.33,3182,0,0,0,0,6,5,2942,490.33,DEPUTADO FEDERAL,FEMININO,ENSINO M<c3><89>DIO COMPLETO,SOLTEIRO(A),OUTROS,281,10348.66
2010,30000000667,AROLDO RABELO DA SILVA FILHO,AP,PSOL,2,2,3300,1650,0,2500,0,800,0,2,2,3300,1650,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PROFESSOR DE ENSINO M<c3><89>DIO,1531,13208
2010,30000000676,AMARILDO PORTO ARAUJO,AP,PRTB,1,1,200,200,0,200,0,0,0,1,1,180,180,DEPUTADO FEDERAL,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PRODUTOR AGROPECU<c3><81>RIO,239,964
2010,30000000679,ROSENILDA COSTA SECCU,AP,PPS,1,1,612,612,0,0,612,0,0,1,1,612,612,DEPUTADO FEDERAL,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),AGENTE ADMINISTRATIVO,181,3064
2010,40000000258,ALTANIRA U ALMEIDA OLIVEIRA,AM,PT,10,9,25525.4,2552.54,16500,3020,0,6005.4,0,37,37,25525.4,689.88,DEPUTADO FEDERAL,FEMININO,SUPERIOR COMPLETO,CASADO(A),OUTROS,2212,79911.62
2010,40000000259,ANTONIO BISMAR DE LIMA CUNHA,AM,PT do B,4,4,6003,1500.75,4e3,0,0,2003,0,10,8,5995.8,599.58,DEPUTADO FEDERAL,MASCULINO,ENSINO M<c3><89>DIO COMPLETO,SOLTEIRO(A),OUTROS,703,20128.13
2010,40000000260,DARCY HUMBERTO MICHILES,AM,PR,20,20,389870,19493.5,103650,6670,102350,7200,17e4,258,229,364977.95,1414.64,DEPUTADO FEDERAL,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),EMPRES<c3><81>RIO,48211,1166153.09
2010,40000000261,FRANCISCO EDINALDO PRACIANO,AM,PT,55,54,321540.04,5846.18,84e3,107180,62700,1160.04,66500,233,197,295084.2,1266.46,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),DEPUTADO,166387,945815.9199999999
2010,40000000263,JOSE HENRIQUE OLIVEIRA,AM,PR,63,62,603259.24,9575.54,12e4,99729.24,382e3,1530,0,614,600,652797.54,1063.19,DEPUTADO FEDERAL,MASCULINO,ENSINO M<c3><89>DIO COMPLETO,DIVORCIADO(A),OUTROS,85535,1871293.75
2010,40000000264,MARCELO AUGUSTO DA EIRA CORREA,AM,PSB,131,128,962824.9,7349.81,721870,38054.9,132400,2500,68e3,634,615,894209.4,1410.42,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),FARMAC<c3><8a>UTICO,69798,2830127.43
2010,40000000266,MARIA SOLANGE DE SOUZA QUEIROZ,AM,PSB,4,4,5710,1427.5,4510,1200,0,0,0,12,12,5710,475.83,DEPUTADO FEDERAL,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PROFESSOR DE ENSINO M<c3><89>DIO,310,19065.33
2010,40000000267,MASSAMI MIKI,AM,PSL,37,35,881552.91,23825.75,25e3,10500,836052.91,1e4,0,125,86,620458.44,4963.67,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),VEREADOR,12622,2412636.68
2010,40000000269,NOEMIA FERNANDES LEITE,AM,PDT,4,3,8791.2,2197.8,8791.2,0,0,0,0,8,8,8791.2,1098.9,DEPUTADO FEDERAL,FEMININO,SUPERIOR COMPLETO,DIVORCIADO(A),OUTROS,629,29693.300000000003
2010,40000000270,PAULO CARLOS DE CARLI,AM,PDT,14,14,50490,3606.43,2500,5e3,1e3,41990,0,47,32,50342.9,1071.13,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),ADMINISTRADOR,1190,156107.46
2010,40000000271,PAULO HERBAN MACIEL JACOB FILHO,AM,PR,6,5,9020,1503.33,4e3,2020,0,3e3,0,7,7,8920,1274.29,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),ADVOGADO,17,29762.620000000003
2010,40000000279,GILBERTO VASCONCELOS DA SILVA,AM,PSTU,1,1,340,340,340,0,0,0,0,1,1,340,340,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PROFESSOR DE ENSINO FUNDAMENTAL,877,1704
2010,40000000302,AUGUSTO FELIPE DE CASTRO,AM,PCB,1,1,2e3,2e3,0,0,2e3,0,0,1,1,2e3,2e3,DEPUTADO FEDERAL,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),EMPRES<c3><81>RIO,240,10004
2010,40000000304,ATILA SIDNEY LINS DE ALBUQUERQUE,AM,PMDB,25,18,388900,15556,0,41900,2e4,5e4,277e3,158,150,378526.35,2395.74,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),DEPUTADO,131429,1174629.0899999999
2010,40000000305,CARLOS ALBERTO CAVALCANTE DE SOUZA,AM,PP,32,31,315140,9848.12,1e3,126150,174190,6e3,7800,209,193,305909.92,1463.68,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),OUTROS,112393,947966.72
2010,40000000306,CARLOS ALEXANDRE FERREIRA SILVA,AM,PSC,7,7,288850,41264.29,0,16e3,25e4,0,22850,33,28,260769.1,7902.09,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),ADMINISTRADOR,24860,887710.48
2010,40000000307,DARLENE PEREIRA NEVES,AM,DEM,3,3,2335,778.33,0,1600,0,0,735,3,3,2335,778.33,DEPUTADO FEDERAL,FEMININO,SUPERIOR INCOMPLETO,SOLTEIRO(A),EMPRES<c3><81>RIO,826,8573.66
2010,40000000309,ERONILDO BRAGA BEZERRA,AM,PC do B,86,65,641324.26,7457.26,460166.39,16207.87,5500,146200,13250,157,130,577360.06,3677.45,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),DEPUTADO,80545,1871581.29
2010,40000000310,FRANCISCO PL<c3><8d>NIO VAL<c3><89>RIO TOMAZ,AM,DEM,54,54,426995,7907.31,0,120303,248500,58192,0,307,294,408695,1331.25,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,VI<c3><9a>VO(A),ADMINISTRADOR,79499,1272632.56
2010,40000000312,LUIZ FERNANDO SARMENTO NICOLAU,AM,PMN,19,19,731462.22,38498.01,0,95e3,607212.22,0,29250,55,47,726441.92,13208.03,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),M<c3><89>DICO,81174,2241212.4
2010,40000000313,MARCEL ALEXANDRE DA SILVA,AM,PMDB,342,338,508147.78,1485.81,0,271700,171684.28,26513.5,38250,473,466,492763.73,1041.78,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),VEREADOR,49566,1513205.8800000001
2010,40000000314,PAUDERNEY TOMAZ AVELINO,AM,DEM,409,406,1957497.92,4786.06,199900,210865,989532.92,0,557200,690,611,1724855.98,2499.79,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),ENGENHEIRO,100199,5649253.67
2010,40000000315,RAIMUNDO SABINO CASTELO BRANCO MAUES,AM,PTB,44,35,842731.5,19152.99,5e4,15660,580500,1e5,96571.5,106,99,820420.5,7739.82,DEPUTADO FEDERAL,MASCULINO,ENSINO M<c3><89>DIO COMPLETO,CASADO(A),DEPUTADO,93112,2533060.3099999996
2010,40000000316,RAIMUNDO SANTOS DA SILVA,AM,PMN,3,3,985,328.33,0,0,0,0,985,3,3,985,328.33,DEPUTADO FEDERAL,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),SERVIDOR P<c3><9a>BLICO MUNICIPAL,1360,3623.66
2010,40000000317,REBECCA MARTINS GARCIA,AM,PP,14,11,1337500,95535.71,0,0,124e4,0,97500,199,175,1268783.3,6375.8,DEPUTADO FEDERAL,FEMININO,SUPERIOR COMPLETO,CASADO(A),DEPUTADO,146665,4046093.81
2010,40000000319,SILAS CAMARA,AM,PSC,17,15,317950.45,18702.97,0,8690.42,0,6160.03,303100,37,34,314949.75,8512.16,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),DEPUTADO,127134,978168.78
2010,40000000392,HELILTON JOSE ANDRADE SOARES,AM,PSOL,1,1,1e3,1e3,0,1e3,0,0,0,1,1,1e3,1e3,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),SERVENTU<c3><81>RIO DE JUSTI<c3><87>A,1514,5004
2010,40000000452,JANDERVAL VASCONCELOS DA COSTA,AM,PV,22,14,13318.7,605.4,3628.7,9690,0,0,0,22,14,9238.7,419.94,DEPUTADO FEDERAL,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),OUTROS,1519,36973.44
2010,40000000540,SERGIO PAULO MONTEIRO LITAIFF,AM,PV,1,1,3200,3200,3200,0,0,0,0,1,1,3200,3200,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),ADVOGADO,912,16004
2010,40000000541,ORLANDO CAMPOS TEIXEIRA,AM,PSDB,8,6,9797,1224.62,3200,2820,0,0,3777,8,6,9047,1130.88,DEPUTADO FEDERAL,MASCULINO,ENSINO M<c3><89>DIO COMPLETO,CASADO(A),EMPRES<c3><81>RIO,1047,31024.5
2010,40000000550,JOSE AUGUSTO DE SOUZA RODRIGUES,AM,PPS,20,20,18720,936,6980,7630,0,4110,0,24,22,18547.9,772.83,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),OUTROS,1915,57782.73
2010,40000000552,ELSON CELIO DA SILVA COSTA,AM,PV,2,2,3300,1650,0,0,0,3300,0,5,5,3300,660,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),CONTADOR,811,12224
2010,40000000559,OSMAN BATISTA BARRETO,AM,PSDB,16,10,13427,839.19,3200,6450,0,0,3777,16,10,10637,664.81,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),ECONOMISTA,1012,39047
2010,40000000604,DEUSAMIR PEREIRA,AM,PSDB,6,6,32520,5420,6400,5e3,21120,0,0,12,12,32520,2710,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,SEPARADO(A) JUDICIALMENTE,PROFESSOR DE ENSINO SUPERIOR,4601,105726
2010,40000000613,ANA MARIA DOS SANTOS DE BRITO,AM,PMDB,10,10,3997.95,399.79,0,3060,0,2.95,935,10,10,3997.95,399.79,DEPUTADO FEDERAL,FEMININO,SUPERIOR COMPLETO,SEPARADO(A) JUDICIALMENTE,AGENTE ADMINISTRATIVO,642,12833.43
2010,40000000619,HOSANNAH SOUZA DE ALENCAR,AM,PRTB,13,13,6443.27,495.64,0,4590,0,1203.27,650,13,13,6443.27,495.64,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),ADVOGADO,554,20373.09
2010,40000000653,NAAHBILA MOREIRA DOS SANTOS,AM,PMDB,4,4,7252.4,1813.1,0,0,0,22.4,7230,5,5,7252.4,1450.48,DEPUTADO FEDERAL,FEMININO,SUPERIOR INCOMPLETO,SOLTEIRO(A),OUTROS,529,25038.78
2010,40000000661,JOSE MARIA NASCIMENTO COSTA,AM,PHS,9,9,6640,737.78,0,2550,0,0,4090,9,9,6640,737.78,DEPUTADO FEDERAL,MASCULINO,ENSINO M<c3><89>DIO INCOMPLETO,CASADO(A),COMERCI<c3><81>RIO,2429,21431.559999999998
2010,40000000722,ROBERTO CARLOS RIBEIRO PEREIRA,AM,PSL,4,3,4333,1083.25,4e3,250,0,83,0,6,5,4316.5,719.42,DEPUTADO FEDERAL,MASCULINO,ENSINO M<c3><89>DIO COMPLETO,SOLTEIRO(A),MEMBRO DAS FOR<c3><87>AS ARMADAS,259,14803.17
2010,40000000782,VICTOR MONTEIRO LITAIFF,AM,PT do B,17,17,19780,1163.53,3e3,16780,0,0,0,21,20,19772.9,941.57,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),OUTROS,630,61513
2010,40000000807,JOS<c3><89> S<c3><81>DIO JACMINUTH DE ALCANTARA,AM,PT do B,2,1,4e3,2e3,4e3,0,0,0,0,12,10,3922.9,326.91,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),SACERDOTE OU MEMBRO DE ORDEM OU SEITA RELIGIOSA,147,14274.810000000001
2010,40000000813,TATIANA DOS SANTOS FERREIRA,AM,PSDB,6,5,8327,1387.83,3200,1350,0,0,3777,6,5,8087,1347.83,DEPUTADO FEDERAL,FEMININO,SUPERIOR COMPLETO,CASADO(A),OUTROS,839,27498.660000000003
2010,40000000825,MARIA CLEIDE VIEIRA DA CUNHA SILVA,AM,PMDB,5,5,3819,763.8,0,2334,0,0,1485,5,5,3819,763.8,DEPUTADO FEDERAL,FEMININO,SUPERIOR COMPLETO,CASADO(A),PROFESSOR DE ENSINO FUNDAMENTAL,841,13004.599999999999
2010,50000000009,AMARO PINTO SILVA J<c3><9a>NIOR,BA,DEM,2,2,25e3,12500,0,0,0,0,25e3,11,11,25e3,2272.73,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,SEPARADO(A) JUDICIALMENTE,EMPRES<c3><81>RIO,2352,89798.73
2010,50000000010,ANTONIO CARLOS BORGES DOS SANTOS J<c3><9a>NIOR,BA,DEM,5,3,2e4,4e3,0,2e3,3e3,15e3,0,15,11,18488.4,1232.56,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),ADMINISTRADOR,6414,63754.96000000001
2010,50000000011,ANTONIO CARLOS PEIXOTO DE MAGALHAES NETO,BA,DEM,46,42,2918881.86,63453.95,45e4,2e4,2131381.86,0,317500,379,346,2787779.19,7355.62,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),DEPUTADO,328450,8697165.48
2010,50000000013,CLAUDIO CAJADO SAMPAIO,BA,DEM,26,24,786300,30242.31,1300,5e4,315e3,2e4,4e5,117,106,726944.65,6213.2,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),DEPUTADO,72098,2336273.16
2010,50000000014,FABIO LOUREIRO SOUTO,BA,DEM,20,17,820793.5,41039.68,1300,2e3,317493.5,0,5e5,133,114,803961.14,6044.82,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),DEPUTADO,65985,2492916.6399999997
2010,50000000015,FERNANDO DANTAS TORRES,BA,DEM,27,27,589597.6,21836.95,13150,52500,253497.6,270450,0,75,66,563575.92,7514.35,DEPUTADO FEDERAL,MASCULINO,ENSINO M<c3><89>DIO COMPLETO,CASADO(A),DEPUTADO,79204,1772317.42
2010,50000000016,GERALDO TENUTA FILHO,BA,DEM,22,22,97900,4450,0,31750,27e3,27150,12e3,40,38,95900,2397.5,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),DEPUTADO,18598,298669.5
2010,50000000017,GERSON SILVA GABRIELLI,BA,DEM,11,7,192300,17481.82,1300,0,125e3,16e3,5e4,53,48,191918.66,3621.11,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),EMPRES<c3><81>RIO,42428,597740.5900000001
2010,50000000018,JORGE KHOURY HEDAYE,BA,DEM,30,27,1454424.9,48480.83,9e4,6e4,834424.9,0,47e4,72,49,1332044.46,18500.62,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),DEPUTADO,44816,4308053.71
2010,50000000019,JOS<c3><89> NUNES SOARES,BA,DEM,20,17,453999.72,22699.99,1300,5600,202195.45,244904.27,0,325,307,441182.32,1357.48,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),DEPUTADO,70483,1373908.23
2010,50000000020,LUIZ ANT<c3><94>NIO VASCONCELOS CARREIRA,BA,DEM,31,26,1151841.58,37156.18,5e4,16609.7,520231.88,0,565e3,546,456,1000415.27,1832.26,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),DEPUTADO,50687,3344145.8700000006
2010,50000000021,OT<c3><81>VIO JOEL DE ARA<c3><9a>JO,BA,DEM,16,16,25940,1621.25,0,1e3,0,24940,0,15,15,25916.59,1727.77,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),VEREADOR,8823,81207.61
2010,50000000022,PAULO S<c3><89>RGIO PARANHOS DE MAGALH<c3><83>ES,BA,DEM,13,13,392400,30184.62,6e4,2400,89e3,241e3,0,223,184,369313.9,1656.12,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),DEPUTADO,53620,1186387.6400000001
